Run,Open,Write,Read,Close
584,1037.5,250.4,24.6,420.5
585,1026.8,154.8,24.8,831.5
586,902,152.1,22.8,478
587,726.7,141.7,23.5,166.2
588,775.3,164.6,23.3,586.6
589,1645.3,168.5,288.8,448.6
590,910.6,216.3,30.1,232
591,677.1,128.5,23,157.6
592,520.1,121.7,17.7,121.5
593,454.4,100.1,17.3,694.5
594,1213.5,277.3,36.1,366.1
595,977.1,413.2,153.2,218.2
596,1218.3,711.3,43.2,489.8
597,1462.4,284.2,35,419.4
598,1014.7,292.2,100.8,306.5
599,1229.7,244.6,180.2,385.8
600,659.9,134.8,23.6,533
601,1393.6,499.1,437.3,944.4
602,848.4,153.3,24.2,184.6
603,668.4,150.4,23.5,190.4
604,813.9,234.5,102.9,318.3
605,1201.9,203.3,33.9,383.8
606,649.5,132.6,20.1,144.8
607,500.3,109.3,18.9,443
608,1168.9,391.5,31.7,220
609,623.2,177.5,24.2,212.7
610,855.3,133.2,20.4,441.1
611,980.3,307.1,33.5,394.9
612,726.4,124.8,22.4,333.8
613,946.4,216.8,35.1,414.6
614,924.5,181.7,30.5,410.7
615,1070,192.2,32.2,219.7
616,875.8,183.5,115.8,319.1
617,629.7,135.3,24.5,249.9
618,530.2,114,17,130.4
619,502,279.7,108.8,322.9
620,910.4,190.9,70.8,287.7
621,1003.2,344.6,34.2,804.1
622,903,138.9,52.7,362.6
623,487.7,161.9,16.9,130.5
624,461.1,242.6,77,168.4
625,566.5,118.1,19.8,238.2
626,565.5,118.6,20.6,294.5
627,937.7,319.2,161.5,427.8
628,1020.7,253.7,41.7,361.6
629,1702.4,233.6,38.6,405.9
630,1179.7,286.7,57.7,412.9
631,1223.8,225.1,34,417.9
632,637.4,260,26.1,193.5
633,688.5,132.8,20.2,172.3
634,738.2,258.4,28.8,235.3
635,742.5,251.9,35.9,449.4
636,967.5,203.1,32.2,418.1
637,1019.3,129.6,19.2,320.2
638,1006.8,215.2,34.3,364.6
639,1329.7,259.1,38.1,516.4
640,803.1,369.9,56.1,341.4
641,710.9,169.5,23.8,183.5
642,719,255.4,42.3,409.2
643,1000.1,117.8,22.4,210.5
644,1110,206.6,32.3,431.7
645,751.8,320.9,44.2,1027.9
646,1242.3,276.4,282.1,698.4
647,1283,257.8,37.8,321.4
648,860.1,149.3,23.9,402.9
649,674.1,259.5,30.7,185.7
650,564.1,114.2,22.6,214.4
651,536.8,118.7,27,372.2
652,603.5,120.4,20.5,150.3
653,572.7,118.5,19.6,154.6
654,625.4,284.3,32.8,398.8
655,968.8,204.9,33.4,219.5
656,973.5,139.9,112.7,174.4
657,529,95.9,18.9,239.2
658,899.7,224.9,23.7,206.9
659,1165.8,247.7,35.2,320.7
660,965.3,337.6,37.5,399.8
661,1293.5,177.8,24.8,526.9
662,955.5,193.1,31.4,391.4
663,992.3,208.2,34.4,364.1
664,710.6,139.1,23.8,309.3
665,926.9,191,32.5,215.8
666,944.3,187.7,31.7,408.1
667,903.6,194.6,30.9,372.1
668,926.1,178.6,29.9,468.2
669,829,146.1,24.9,360.3
670,1117.1,461,112.7,376
671,485.1,125.8,229.7,328.7
672,1021.5,195.3,31.7,410.5
673,968,189.3,39.5,336
674,512.7,177.5,132.5,296.4
675,923.3,112.8,190,413.5
676,408.9,82.3,16.4,287.7
677,450.3,262.5,24.8,168.7
678,426.5,82.1,15.9,194.6
679,521.4,111.9,18.7,445.8
680,971.3,200.6,32.3,371.4
681,993.8,193.9,31.7,318.5
682,567.4,97.7,15.6,133.6
683,368.9,79.5,13.2,99
684,430.2,245.4,54.2,289.3
685,979.7,252.6,32.1,310.8
686,805.6,246.8,34.2,302
687,840.7,198.3,35.7,284.5
688,900.7,303.7,34.7,391.3
689,887.9,175.1,28.8,352.3
690,884.9,179.2,29.7,320.7
691,862.5,170.9,29.1,408.2
692,928.9,198.2,33.6,435
693,783.2,235.9,26.7,195.6
694,646.8,128.7,21.7,290.7
695,978.3,194.3,30.7,367.7
696,901.2,180.5,30.2,294
697,966.7,178.8,28.4,376
698,1004.4,199.9,32.1,491.8
699,881.6,278.2,37.1,373.3
700,799.8,162.8,27.6,228.8
701,798.3,157.6,27,342
702,820.9,177.4,29.8,368
703,847.3,261.7,48.2,444.2
704,711.3,172.4,139.8,432.9
705,977.5,192.7,30.7,375.1
706,912.1,192.8,33.5,206.2
707,1001.1,174.7,29.6,241.1
708,483.2,285.4,105.1,271.7
709,817.2,179.5,27.7,337.9
710,815.2,168.4,29.9,360.8
711,868.6,174.4,28.5,361
712,872.8,181.5,29.4,184.6
713,835.5,169.1,28.6,279.4
714,1130.3,217,34.1,313.9
715,932.3,220.3,35.9,442.6
716,1010.2,203.3,35.3,420.4
717,946.6,188.5,39.9,401.5
718,972.1,195.8,32.7,220.2
719,931.5,172.3,29.3,298
720,854.5,182.5,30.6,289.7
721,873.8,168.5,28.1,333
722,907.3,172.1,28.2,288.8
723,938.5,191.7,33.2,211.7
724,885,201.7,32.3,207.7
725,881.8,201.7,30.6,380.2
726,964.4,189.5,31.6,229.8
727,902.1,599.3,38.6,303.5
728,886.9,170.7,28.7,436
729,843.5,171.5,28.4,416.9
730,923.2,193.9,30.3,348.2
731,890.6,179.6,31.2,331.1
732,789.1,176.6,28.7,367.3
733,989.8,275.6,140.9,269.9
734,613,307.2,37.7,221.3
735,867,166.3,26.8,377.1
736,982.7,188.5,29.8,437.6
737,918.9,221.5,18.7,252.2
738,613.2,133.8,19.9,149.4
739,563.7,141.8,20,161.4
740,637.8,194.8,19.4,275.6
741,398.2,266.3,38,502
742,437.2,309.7,113.9,283.8
743,889,195.8,23.3,230.6
744,462.4,87.1,13.9,104.5
745,330.8,131.1,36.1,88.7
746,396.8,75.1,13.7,302.8
747,659.9,294.6,36.6,293.5
748,978.1,160.9,18.2,314.6
749,961.5,193.3,31.6,372.2
750,972.9,203,32.1,375.5
751,779.7,264,28.1,178
752,680.1,147.1,22.9,175.8
753,464,98,14.4,113.8
754,881.6,212.2,31,394.6
755,878.2,175.6,29.6,423.4
756,925.9,204.7,32.8,306.4
757,1034.2,192,33.8,383.1
758,974.9,177.3,28,336.7
759,911.2,174.2,28.9,384.6
760,854.6,186.3,30,459.5
761,956.5,245.2,31.6,340.3
762,968.4,200.7,30.8,200.1
763,843.8,175.3,30.1,397.2
764,863.2,183.4,39.4,309.3
765,865.6,166.5,28.3,400.9
766,890.2,175.1,29.3,298.4
767,899.3,180.4,30.5,243.9
768,839.8,170.1,29.3,357.3
769,842,167.9,27.5,290.5
770,972.4,214.2,30.6,286.7
771,892.2,177.9,31.5,337.6
772,830.4,185,31,249
773,902.8,168.7,35.3,292.6
774,896.1,186.9,30.3,349.7
775,974,181.3,31.1,319.2
776,1003.8,250.7,30.9,203.4
777,1025.1,180.1,30.5,341.8
778,935.3,185.5,30.5,443.4
779,916.5,181,29.3,331.5
780,527.7,110.1,141.8,301.7
781,1032.7,152.2,141.8,344.2
782,827.9,316.7,35.2,538.4
783,979.6,275.1,25.7,289.7
784,524.2,267.4,42.7,365.2
785,991.9,211.4,30.7,281.9
786,860.6,183.1,28,350.7
787,1157.2,221.6,33.1,467.8
788,888.1,105.4,16.4,126
789,586.7,254.8,43.6,344.1
790,976.2,102.9,17.2,128.8
791,407.9,141.9,17.6,316.8
792,654.7,219.3,25.4,142.2
